Path, MIP, Institute, Model, Experiment, Ensemble, Table, Variable, Allocation (TB), Current Usage (TB), Percent used
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/Lmon, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, Lmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/E3hrPt, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, E3hrPt, , 0.69, 0.69, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/day, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, day, , 0.46, 0.46, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/CFmon, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, CFmon, , 0.17, 0.17, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i2p1f1/Lmon, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i2p1f1, Lmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i2p1f1/Emon, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i2p1f1, Emon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/Emon, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, Emon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/AERmon, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, AERmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/3hr, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, 3hr, , 0.31, 0.31, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i2p1f1/Eday, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i2p1f1, Eday, , 0.03, 0.03, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i2p1f1/E3hr, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i2p1f1, E3hr, , 0.04, 0.04, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i2p1f1/CFday, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i2p1f1, CFday, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i2p1f1/AERmon, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i2p1f1, AERmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/Eday, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, Eday, , 0.03, 0.03, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/CFday, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, CFday, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/E3hr, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, E3hr, , 0.04, 0.04, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/CNRM-CERFACS/CNRM-CM6-1-HR/control-1950/r1i1p1f2/day, HighResMIP, CNRM-CERFACS, CNRM-CM6-1-HR, control-1950, r1i1p1f2, day, , 1.17, 1.17, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r3i1p1f1/6hrPlevPt, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r3i1p1f1, 6hrPlevPt, , 0.16, 0.16, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-MR/control-1950/r1i1p1f1/day, HighResMIP, ECMWF, ECMWF-IFS-MR, control-1950, r1i1p1f1, day, , 0.34, 0.34, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i3p1f1/CFmon, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i3p1f1, CFmon, , 0.88, 0.88, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i3p1f1/day, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i3p1f1, day, , 2.38, 2.38, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i3p1f1/3hr, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i3p1f1, 3hr, , 1.66, 1.66, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-MR/hist-1950/r3i1p1f1/Omon, HighResMIP, ECMWF, ECMWF-IFS-MR, hist-1950, r3i1p1f1, Omon, , 0.62, 0.62, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i3p1f1/CFday, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i3p1f1, CFday, , 0.03, 0.03, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-MR/hist-1950/r3i1p1f1/6hrPlevPt, HighResMIP, ECMWF, ECMWF-IFS-MR, hist-1950, r3i1p1f1, 6hrPlevPt, , 0.43, 0.43, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-MR/hist-1950/r1i1p1f1/6hrPlevPt, HighResMIP, ECMWF, ECMWF-IFS-MR, hist-1950, r1i1p1f1, 6hrPlevPt, , 0.04, 0.04, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/CNRM-CERFACS/CNRM-CM6-1-HR/control-1950/r1i1p1f2/Omon, HighResMIP, CNRM-CERFACS, CNRM-CM6-1-HR, control-1950, r1i1p1f2, Omon, , 2.36, 2.36, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/CNRM-CERFACS/CNRM-CM6-1-HR/control-1950/r1i1p1f2/Eday, HighResMIP, CNRM-CERFACS, CNRM-CM6-1-HR, control-1950, r1i1p1f2, Eday, , 0.93, 0.93, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P/hist-1950, HighResMIP, EC-Earth-Consortium, EC-Earth3P, hist-1950, , , , 23.77, 7.71, 32.44
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/Amon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, Amon, , 0.28, 0.16, 57.14
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-MR/spinup-1950, HighResMIP, ECMWF, ECMWF-IFS-MR, spinup-1950, , , , 0.63, 0.63, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/CNRM-CERFACS/CNRM-CM6-1-HR/control-1950/r1i1p1f2/3hr, HighResMIP, CNRM-CERFACS, CNRM-CM6-1-HR, control-1950, r1i1p1f2, 3hr, , 0.22, 0.22, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-MR/control-1950/r1i1p1f1/Omon, HighResMIP, ECMWF, ECMWF-IFS-MR, control-1950, r1i1p1f1, Omon, , 0.95, 0.95, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i3p1f1/E3hr, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i3p1f1, E3hr, , 0.21, 0.21, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i3p1f1/E3hrPt, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i3p1f1, E3hrPt, , 3.65, 3.64, 99.73
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-MR/control-1950/r1i1p1f1/6hrPlevPt, HighResMIP, ECMWF, ECMWF-IFS-MR, control-1950, r1i1p1f1, 6hrPlevPt, , 0.07, 0.07, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-MR/hist-1950/r2i1p1f1/6hrPlevPt, HighResMIP, ECMWF, ECMWF-IFS-MR, hist-1950, r2i1p1f1, 6hrPlevPt, , 0.43, 0.43, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P/highresSST-present, HighResMIP, EC-Earth-Consortium, EC-Earth3P, highresSST-present, , , , 23.8, 8.61, 36.18
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highresSST-present/r1i1p1f1/Amon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highresSST-present, r1i1p1f1, Amon, , 0.6, 0.15, 25.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highres-future/r1i1p1f1/EdayZ, HighResMIP, MOHC, HadGEM3-GC31-HM, highres-future, r1i1p1f1, EdayZ, , 0.01, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highres-future/r1i1p1f1/EmonZ, HighResMIP, MOHC, HadGEM3-GC31-HM, highres-future, r1i1p1f1, EmonZ, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highresSST-present/r1i2p1f1/EdayZ, HighResMIP, MOHC, HadGEM3-GC31-HM, highresSST-present, r1i2p1f1, EdayZ, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highresSST-present/r1i3p1f1/EdayZ, HighResMIP, MOHC, HadGEM3-GC31-HM, highresSST-present, r1i3p1f1, EdayZ, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i3p1f1/EmonZ, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i3p1f1, EmonZ, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i3p1f1/EdayZ, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i3p1f1, EdayZ, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highres-future/r1i3p1f1/EmonZ, HighResMIP, MOHC, HadGEM3-GC31-HM, highres-future, r1i3p1f1, EmonZ, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highres-future/r1i3p1f1/EdayZ, HighResMIP, MOHC, HadGEM3-GC31-HM, highres-future, r1i3p1f1, EdayZ, , 0.01, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P/control-1950, HighResMIP, EC-Earth-Consortium, EC-Earth3P, control-1950, , , , 22.7, 10.27, 45.24
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/control-1950/r1i1p2f1/Amon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, control-1950, r1i1p2f1, Amon, , 0.24, 0.24, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i2p1f1/EdayZ, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i2p1f1, EdayZ, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i2p1f1/EmonZ, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i2p1f1, EmonZ, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/EmonZ, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, EmonZ, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i3p1f1/EdayZ, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i3p1f1, EdayZ, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/Omon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, Omon, , 1.2, 1.2, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/SImon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, SImon, , 0.03, 0.03, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/Emon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, Emon, , 1.21, 0.04, 3.31
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r2i1p2f1/Amon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r2i1p2f1, Amon, , 0.16, 0.14, 87.5
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/day, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, day, , 2.39, 1.84, 76.99
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/6hrPlevPt, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, 6hrPlevPt, , 11.1, 11.08, 99.82
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/3hr, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, 3hr, , 3.78, 3.74, 98.94
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r2i1p2f1/Omon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r2i1p2f1, Omon, , 1.2, 1.2, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r2i1p2f1/Emon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r2i1p2f1, Emon, , 0.14, 0.04, 28.57
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r3i1p2f1/Omon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r3i1p2f1, Omon, , 1.2, 1.2, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r3i1p2f1/Amon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r3i1p2f1, Amon, , 0.13, 0.13, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r3i1p2f1/SImon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r3i1p2f1, SImon, , 0.02, 0.02, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/AERmon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, AERmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r2i1p2f1/SImon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r2i1p2f1, SImon, , 0.03, 0.03, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r3i1p2f1/Emon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r3i1p2f1, Emon, , 0.13, 0.12, 92.31
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/CFday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, CFday, , 26.99, 0.32, 1.19
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/6hrPlev, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, 6hrPlev, , 0.73, 0.09, 12.33
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/E3hr, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, E3hr, , 1.43, 1.42, 99.3
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/Eday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, Eday, , 0.12, 0.12, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/Oday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, Oday, , 0.2, 0.2, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r1i1p2f1/SIday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r1i1p2f1, SIday, , 0.07, 0.07, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r3i1p2f1/day, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r3i1p2f1, day, , 2.05, 1.83, 89.27
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r2i1p2f1/day, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r2i1p2f1, day, , 2.38, 2.38, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r2i1p2f1/SIday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r2i1p2f1, SIday, , 0.07, 0.07, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r2i1p2f1/Oday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r2i1p2f1, Oday, , 0.2, 0.2, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r3i1p2f1/CFday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r3i1p2f1, CFday, , 0.02, 0.02, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r3i1p2f1/Oday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r3i1p2f1, Oday, , 0.2, 0.2, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r3i1p2f1/SIday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r3i1p2f1, SIday, , 0.12, 0.12, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/hist-1950/r3i1p2f1/Eday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, hist-1950, r3i1p2f1, Eday, , 0.07, 0.07, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/control-1950/r1i1p2f1/Emon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, control-1950, r1i1p2f1, Emon, , 0.19, 0.19, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/control-1950/r1i1p2f1/Omon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, control-1950, r1i1p2f1, Omon, , 1.86, 1.86, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/control-1950/r1i1p2f1/AERmon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, control-1950, r1i1p2f1, AERmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/control-1950/r1i1p2f1/SIday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, control-1950, r1i1p2f1, SIday, , 0.11, 0.11, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/control-1950/r1i1p2f1/Oday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, control-1950, r1i1p2f1, Oday, , 0.31, 0.31, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/control-1950/r1i1p2f1/day, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, control-1950, r1i1p2f1, day, , 3.67, 3.66, 99.73
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/control-1950/r1i1p2f1/CFday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, control-1950, r1i1p2f1, CFday, , 0.5, 0.5, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/control-1950/r1i1p2f1/Eday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, control-1950, r1i1p2f1, Eday, , 0.19, 0.19, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/Amon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, Amon, , 0.16, 0.09, 56.25
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P/highres-future, HighResMIP, EC-Earth-Consortium, EC-Earth3P, highres-future, , , , 14.02, 5.84, 41.65
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/AERmon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, AERmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/CFday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, CFday, , 14.95, 0.18, 1.2
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/Eday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, Eday, , 0.07, 0.07, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/Emon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, Emon, , 0.66, 0.07, 10.61
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/Omon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, Omon, , 0.67, 0.67, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/Oday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, Oday, , 0.11, 0.11, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/SIday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, SIday, , 0.03, 0.03, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/SImon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, SImon, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r1i1p2f1/day, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r1i1p2f1, day, , 1.32, 1.32, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r2i1p2f1/Amon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r2i1p2f1, Amon, , 0.09, 0.09, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r2i1p2f1/AERmon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r2i1p2f1, AERmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r2i1p2f1/Omon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r2i1p2f1, Omon, , 0.67, 0.67, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r2i1p2f1/Emon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r2i1p2f1, Emon, , 0.07, 0.07, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r2i1p2f1/SImon, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r2i1p2f1, SImon, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r2i1p2f1/day, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r2i1p2f1, day, , 1.32, 1.32, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/EC-Earth-Consortium/EC-Earth3P-HR/highres-future/r2i1p2f1/CFday, HighResMIP, EC-Earth-Consortium, EC-Earth3P-HR, highres-future, r2i1p2f1, CFday, , 0.18, 0.18, 100.0
